"Holdings","Weighting","Type","Ticker","Style","First Bought","Shares Owned","Shares Change","Sector","Market Value","Price","Day Change","Day high/low","Volume","52-Wk high/low","Country","3-Month Return","1-Year Return","3-Year Return","5-Year Return","Market Cap Mil","Currency","Morningstar Rating","YTD Return","P/E","Maturity Date","Coupon %","Yield to Maturity"
"Northwest Bancshares Inc","0.08","EQUITY","NWBI","Small Value","2004-06-30","1381214","-89890","Financial Services","21560751","-","-","-","-","-","-","1.25","12.74","13.11","11.15","1642.73","USD","-","-8.04","33.54","-","-","-"
"Univar Inc","0.08","EQUITY","UNVR","Small Core","2015-06-30","738034","-4216","Basic Materials","21550593","-","-","-","-","-","-","1.02","68.85","-","-","4301.21","USD","-","8.14","-","-","-","-"
"Insight Enterprises Inc","0.08","EQUITY","NSIT","Small Core","2007-06-30","537653","-4537","Technology","21500743","-","-","-","-","-","-","-3.86","46.32","17.29","19.17","1583.39","USD","-","9.52","16.46","-","-","-"
"Bob Evans Farms Inc","0.08","EQUITY","BOBE","Small Core","2013-12-31","297515","-4793","Consumer Defensive","21370502","-","-","-","-","-","-","11.64","111.35","19.06","15.95","1340.74","USD","-","41.8","79.14","-","-","-"
"Progress Software Corp","0.08","EQUITY","PRGS","Small Core","2012-06-30","689890","-17800","Technology","21310702","-","-","-","-","-","-","5.99","11.08","10.92","10.51","1518.68","USD","-","-0.72","-","-","-","-"
"Delek Us Hldgs","0.08","EQUITY","-","-","2008-06-30","805066","-45060","-","21285945","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Oil States International Inc","0.08","EQUITY","OIS","Small Value","2013-12-31","776889","-9519","Energy","21092536","-","-","-","-","-","-","-10.23","-18.43","-26.39","-1.56","1277.51","USD","-","-35.9","-","-","-","-"
"Urban Outfitters Inc","0.08","EQUITY","URBN","Small Value","2017-03-31","1137573","517086","Consumer Cyclical","21090603","-","-","-","-","-","-","-16.32","-33.88","-18.8","-8.56","2232.44","USD","4","-32.3","11.27","-","-","-"
"Westamerica Bancorp","0.08","EQUITY","WABC","Small Value","2003-06-30","375026","2277","Financial Services","21016457","-","-","-","-","-","-","0.4","19.12","7.76","6.25","1427.52","USD","-","-11.9","23.6","-","-","-"
"Chesapeake Lodging Trust","0.08","EQUITY","CHSP","Small Value","2016-12-31","858432","-14112","Real Estate","21005831","-","-","-","-","-","-","9.97","6.51","-0.71","13.37","1527.5","USD","-","1.35","25.93","-","-","-"
"Actuant Corp Class A","0.08","EQUITY","ATU","Small Value","2013-06-30","852971","-5968","Industrials","20983087","-","-","-","-","-","-","-10.46","3.43","-8.47","-2.63","1456.58","USD","-","-5.97","29.05","-","-","-"
"MSG Networks Inc Class A","0.08","EQUITY","MSGN","Small Value","2015-12-31","925047","-14555","Consumer Cyclical","20767305","-","-","-","-","-","-","-12.9","32.7","7.08","14.63","1520.34","USD","-","-5.81","8.96","-","-","-"
"Santander Consumer USA Holdings Inc","0.08","EQUITY","SC","Mid Value","2016-03-31","1623107","802843","Financial Services","20710845","-","-","-","-","-","-","1.68","13.99","-12.3","-","4569.91","USD","-","-5.85","6.72","-","-","-"
"Walker & Dunlop Inc","0.08","EQUITY","WD","Small Core","2011-06-30","423270","16345","Financial Services","20668274","-","-","-","-","-","-","0.84","82.42","52.68","31.51","1540.16","USD","-","57.98","10.88","-","-","-"
"Navigators Group Inc","0.08","EQUITY","NAVG","Small Core","2009-12-31","375807","-2930","Financial Services","20631804","-","-","-","-","-","-","4.83","24.09","22.43","17.93","1667.79","USD","-","-3.69","21.12","-","-","-"
"CSG Systems International Inc","0.08","EQUITY","CSGS","Small Core","2012-06-30","508260","39489","Technology","20625191","-","-","-","-","-","-","-1.16","-3.93","15.23","18.9","1324.73","USD","-","-18.17","20.86","-","-","-"
"Frontier Communica","0.08","EQUITY","-","-","2016-12-31","17725934","-217115","-","20562083","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"JC Penney Co Inc","0.08","EQUITY","JCP","Small Value","2013-09-30","4411358","-67907","Consumer Cyclical","20512815","-","-","-","-","-","-","1.12","-40.87","-16.19","-23.6","1686.38","USD","-","-34.54","-","-","-","-"
"Kaman Corp Class A","0.08","EQUITY","KAMN","Small Value","1998-06-30","409109","-5242","Industrials","20402266","-","-","-","-","-","-","8.83","19.81","9.96","10.94","1421.71","USD","-","4.97","27.4","-","-","-"
"Integer Holdings Corp","0.07","EQUITY","ITGR","Small Growth","2016-07-31","470048","-1684","Healthcare","20329576","-","-","-","-","-","-","30.32","101.22","1.44","15.96","1459.49","USD","-","56.88","78.31","-","-","-"
"Berkshire Hills Bancorp Inc","0.07","EQUITY","BHLB","Small Core","2013-12-31","577901","-9024","Financial Services","20313220","-","-","-","-","-","-","-4.06","40.21","17.15","12.14","1463.49","USD","-","-0.62","20.11","-","-","-"
"Park National Corp","0.07","EQUITY","PRK","Small Value","2003-06-30","194995","-3406","Financial Services","20224881","-","-","-","-","-","-","-7.43","14.86","13.79","11.44","1515.48","USD","-","-15.64","17.6","-","-","-"
"OneMain Holdings Inc","0.07","EQUITY","OMF","Small Core","2016-12-31","814813","403444","Financial Services","20036252","-","-","-","-","-","-","12.7","-8.3","1.03","-","3661.16","USD","-","22.22","32.6","-","-","-"
"Netgear Inc","0.07","EQUITY","NTGR","Small Core","2013-06-30","463898","-16902","Technology","19994004","-","-","-","-","-","-","1.75","-11.08","13.19","5.62","1507.49","USD","-","-14.54","20.92","-","-","-"
"Mobile Mini Inc","0.07","EQUITY","MINI","Small Core","2013-06-30","664585","326000","Industrials","19837862","-","-","-","-","-","-","14.33","7.64","-3.27","19.3","1409.62","USD","-","6.96","27.74","-","-","-"
"Atlas Air Worldwide Holdings Inc","0.07","EQUITY","AAWW","Small Value","2013-12-31","380382","15410","Industrials","19836921","-","-","-","-","-","-","24.43","83.83","26.77","5.09","1659.96","USD","-","25.98","27.26","-","-","-"
"Redwood Trust Inc","0.07","EQUITY","RWT","Small Value","2003-06-30","1157609","-14009","Real Estate","19725657","-","-","-","-","-","-","3.96","27.24","2.06","11.67","1314.42","USD","-","15.78","9.37","-","-","-"
"Vonage Holdings Corp","0.07","EQUITY","VG","Small Core","2012-06-30","3007040","12523","Communication Services","19666042","-","-","-","-","-","-","11.82","30.94","30.33","31.34","1700.82","USD","-","11.82","95.75","-","-","-"
"American Axle & Mfg Holdings Inc","0.07","EQUITY","AXL","Small Value","2013-12-31","1255246","-11529","Consumer Cyclical","19581838","-","-","-","-","-","-","-14.12","-17.83","-7.39","6.85","1590.34","USD","-","-25.96","4.94","-","-","-"
"Employers Holdings Inc","0.07","EQUITY","EIG","Small Core","2013-06-30","460116","-5839","Financial Services","19462907","-","-","-","-","-","-","4.07","57.66","28.34","20.3","1405.19","USD","-","10.23","13.42","-","-","-"
"Matson Inc","0.07","EQUITY","MATX","Small Value","2003-06-30","647488","-7237","Industrials","19450540","-","-","-","-","-","-","-7.03","-13.47","6.15","5.71","1305.41","USD","-","-12.83","17.4","-","-","-"
"Group 1 Automotive Inc","0.07","EQUITY","GPI","Small Value","2003-12-31","307125","-3366","Consumer Cyclical","19447155","-","-","-","-","-","-","-10.1","-3.99","-6.85","2.88","1199.8","USD","3","-25.57","8.82","-","-","-"
"Harsco Corp","0.07","EQUITY","HSC","Small Value","2011-12-31","1207302","-19780","Basic Materials","19437562","-","-","-","-","-","-","12.79","60.44","-10.93","-0.64","1347.03","USD","-","23.16","-","-","-","-"
"Rowan Companies PLC","0.07","EQUITY","-","-","2015-09-30","1897307","-20342","-","19428424","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Houghton Mifflin Harcourt Co","0.07","EQUITY","-","-","2014-03-31","1575926","-25353","-","19383890","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Navistar International Corp","0.07","EQUITY","-","-","2015-03-31","738433","-10127","-","19369098","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Time Inc","0.07","EQUITY","-","-","2014-06-30","1347626","-16045","-","19338433","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Vista Outdoor Inc","0.07","EQUITY","-","-","2015-02-28","858633","-13149","-","19327829","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Minerals Technologies Inc","0.07","EQUITY","-","-","2003-06-30","264030","-3778","-","19326996","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Sykes Enterprises Inc","0.07","EQUITY","-","-","2013-06-30","574395","-15954","-","19259464","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"CYS Investments Inc","0.07","EQUITY","-","-","2009-12-31","2283098","-32072","-","19200854","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Conmed Corp","0.07","EQUITY","-","-","2005-06-30","376402","-6672","-","19173918","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Werner Enterprises Inc","0.07","EQUITY","-","-","2006-06-30","652212","-9597","-","19142422","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Wabash National Corp","0.07","EQUITY","-","-","2015-12-31","860182","-87148","-","18906800","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tanger Factory Outlet Centers Inc","0.07","EQUITY","-","-","2017-06-30","726333","726333","-","18870131","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Greenbrier Companies Inc","0.07","EQUITY","-","-","2007-06-30","405996","-5442","-","18777315","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"First Commonwealth Financial Corp","0.07","EQUITY","-","-","2003-06-30","1466412","105944","-","18594104","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Web.com Group Inc","0.07","EQUITY","-","-","2016-06-30","731319","-6383","-","18502371","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Boston Private Financial Holdings Inc","0.07","EQUITY","-","-","2007-06-30","1200120","-6934","-","18421842","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"La Quinta Holdings Inc","0.07","EQUITY","-","-","2016-03-31","1238085","-8574","-","18286515","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"KCG Holdings Inc A","0.07","EQUITY","-","-","2013-07-31","916119","-268591","-","18267413","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"ACCO Brands Corp","0.07","EQUITY","-","-","2008-06-30","1562803","-76092","-","18206655","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Energen Corp","0.07","EQUITY","-","-","2016-03-31","365721","-375850","-","18055646","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Aircastle Ltd","0.07","EQUITY","-","-","2007-06-30","828446","-12071","-","18018701","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Ebix Inc","0.07","EQUITY","-","-","2013-12-31","332307","-14496","-","17911347","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Juno Therapeutics Inc","0.07","EQUITY","-","-","2015-03-31","599242","-6148","-","17911343","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"S&T Bancorp Inc","0.07","EQUITY","-","-","2003-06-30","498323","-8311","-","17869863","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Impax Laboratories Inc","0.07","EQUITY","-","-","2016-12-31","1109562","-16492","-","17863948","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Lancaster Colony Corp","0.07","EQUITY","-","-","2014-09-30","144696","-2241","-","17742624","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Boise Cascade Co","0.06","EQUITY","-","-","2013-06-30","580500","-10105","-","17647200","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Seaboard Corp","0.06","EQUITY","-","-","2013-06-30","4417","-65","-","17645915","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"West Corp","0.06","EQUITY","-","-","2013-09-30","755063","-9465","-","17608069","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"MBIA Inc","0.06","EQUITY","-","-","2009-03-31","1852706","-117814","-","17471018","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Chico's FAS Inc","0.06","EQUITY","-","-","2015-12-31","1853191","-25693","-","17457059","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"PennyMac Mortgage Investment Trust","0.06","EQUITY","-","-","2010-06-30","954352","-15725","-","17455098","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Standex International Corp","0.06","EQUITY","-","-","2012-06-30","191198","-3594","-","17341659","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Astec Industries Inc","0.06","EQUITY","-","-","2013-12-31","312168","12244","-","17328446","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"DSW Inc","0.06","EQUITY","-","-","2015-12-31","978934","40573","-","17327132","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Rush Enterprises Inc A","0.06","EQUITY","-","-","2013-06-30","465564","-5491","-","17309670","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tutor Perini Corp","0.06","EQUITY","-","-","2008-12-31","598628","-4363","-","17210555","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Schweitzer-Mauduit International Inc","0.06","EQUITY","-","-","2012-06-30","461090","-5800","-","17166381","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Caleres Inc","0.06","EQUITY","-","-","2007-12-31","615634","-9234","-","17102313","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tompkins Financial Corp","0.06","EQUITY","-","-","2003-06-30","216505","-2295","-","17043274","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"AAR Corp","0.06","EQUITY","-","-","2013-12-31","489776","-9218","-","17024614","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Franklin Street Properties Corp","0.06","EQUITY","-","-","2005-12-31","1536434","-19640","-","17023689","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Cal-Maine Foods Inc","0.06","EQUITY","-","-","2012-06-30","428764","-5588","-","16979054","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"TrueBlue Inc","0.06","EQUITY","-","-","2010-12-31","640496","22390","-","16973144","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"SeaWorld Entertainment Inc","0.06","EQUITY","-","-","2013-09-30","1025640","5886","-","16687163","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Altra Industrial Motion Corp","0.06","EQUITY","-","-","2012-06-30","418623","43109","-","16661195","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Steelcase Inc Class A","0.06","EQUITY","-","-","2011-12-31","1178579","-3261","-","16500106","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Community Health Systems Inc","0.06","EQUITY","-","-","2012-03-31","1642605","-13337","-","16360346","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Kraton Corp","0.06","EQUITY","-","-","2011-06-30","469991","-2380","-","16186490","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Asbury Automotive Group Inc","0.06","EQUITY","-","-","2013-12-31","285683","-4720","-","16155374","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Chart Industries Inc","0.06","EQUITY","-","-","2015-06-30","461666","-6882","-","16033660","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Brookline Bancorp Inc","0.06","EQUITY","-","-","2003-06-30","1093363","-6944","-","15963100","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Caesars Acquisition Co A","0.06","EQUITY","-","-","2016-12-31","835666","-13313","-","15919437","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Mantech International Corp Class A","0.06","EQUITY","-","-","2011-12-31","384598","-5016","-","15914665","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"LHC Group Inc","0.06","EQUITY","-","-","2011-12-31","234219","-1471","-","15901128","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Forum Energy Technologies Inc","0.06","EQUITY","-","-","2015-03-31","1018516","4556","-","15888850","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Sturm Ruger & Co Inc","0.06","EQUITY","-","-","2016-12-31","252903","-10028","-","15717921","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"AmTrust Financial Services Inc","0.06","EQUITY","-","-","2013-12-31","1032802","-9119","-","15636622","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Haemonetics Corp","0.06","EQUITY","-","-","2016-06-30","395399","-2596","-","15614307","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Consolidated Communications Holdings Inc","0.06","EQUITY","-","-","2006-06-30","726795","-6565","-","15604289","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"DigitalGlobe Inc","0.06","EQUITY","-","-","2016-03-31","467649","-8453","-","15572712","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Beneficial Bancorp Inc","0.06","EQUITY","-","-","2013-06-30","1034433","-11397","-","15516495","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Cotiviti Holdings Inc","0.06","EQUITY","-","-","2016-05-31","415214","-1504","-","15421048","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Central Garden & Pet Co Class A","0.06","EQUITY","-","-","2007-06-30","511864","-5878","-","15366157","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"ScanSource Inc","0.06","EQUITY","-","-","2013-06-30","380014","-4867","-","15314564","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Global Blood Therapeutics Inc","0.06","EQUITY","-","-","2015-12-31","558943","72516","-","15287091","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Ladder Capital Corp Class A","0.06","EQUITY","-","-","2016-03-31","1139476","208818","-","15280373","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"SPX Corp","0.06","EQUITY","-","-","2014-12-31","607163","-1043","-","15276221","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"First BanCorp","0.06","EQUITY","-","-","2009-06-30","2634463","-27901","-","15253541","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Hecla Mining Co","0.06","EQUITY","-","-","2013-12-31","2984311","-38026","-","15219986","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"National General Holdings Corp","0.06","EQUITY","-","-","2014-06-30","720453","-12226","-","15201558","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"HSN Inc","0.06","EQUITY","-","-","2016-09-30","473760","-4653","-","15112944","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Evertec Inc","0.06","EQUITY","-","-","2015-03-31","873626","-79386","-","15113730","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"State Bank Financial Corp","0.06","EQUITY","-","-","2011-12-31","555822","19872","-","15073893","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Capstead Mortgage Corp","0.06","EQUITY","-","-","2008-06-30","1444180","-19430","-","15062797","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Fidelity National Financial Inc","0.06","EQUITY","-","-","2014-07-31","951536","-15390","-","15034269","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Unit Corp","0.06","EQUITY","-","-","2008-12-31","798281","11573","-","14951803","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Gannett Co Inc","0.05","EQUITY","-","-","2013-06-30","1713592","-24280","-","14942522","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"First Interstate BancSystem Inc","0.05","EQUITY","-","-","2016-12-31","401395","-5869","-","14931894","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Strayer Education Inc","0.05","EQUITY","-","-","2011-06-30","160014","7486","-","14916505","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Armstrong World Industries Inc","0.05","EQUITY","-","-","2013-06-30","322510","7199","-","14835460","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Boyd Gaming Corp","0.05","EQUITY","-","-","2014-03-31","597375","-606207","-","14820874","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Safety Insurance Group Inc","0.05","EQUITY","-","-","2005-12-31","216965","-3013","-","14818710","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Infinity Property and Casualty Corp","0.05","EQUITY","-","-","2003-12-31","157601","-2432","-","14814494","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"City Holding Co","0.05","EQUITY","-","-","2003-06-30","223872","5913","-","14746449","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Circor International Inc","0.05","EQUITY","-","-","2009-06-30","248101","-2885","-","14732237","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Briggs & Stratton Corp","0.05","EQUITY","-","-","2001-03-31","610574","-9841","-","14714833","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"G-III Apparel Group Ltd","0.05","EQUITY","-","-","2016-12-31","587021","-5913","-","14646174","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Universal Health Realty Income Trust","0.05","EQUITY","-","-","2014-09-30","183804","-3335","-","14619770","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Weight Watchers International Inc","0.05","EQUITY","-","-","2013-06-30","435589","-4061","-","14557384","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Apollo Commercial Real Estate Finance Inc","0.05","EQUITY","-","-","2017-06-30","781749","781749","-","14501444","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Coupa Software Inc","0.05","EQUITY","-","-","2016-12-31","497813","-45327","-","14426621","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Huron Consulting Group Inc","0.05","EQUITY","-","-","2016-06-30","331997","789","-","14342270","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Synergy Pharmaceuticals Inc","0.05","EQUITY","-","-","2013-06-30","3222768","323343","-","14341318","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"TriMas Corp","0.05","EQUITY","-","-","2015-06-30","686353","-7391","-","14310460","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Kindred Healthcare Inc","0.05","EQUITY","-","-","2003-06-30","1227638","-10715","-","14301983","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Knoll Inc","0.05","EQUITY","-","-","2013-06-30","707403","-5527","-","14183430","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Capella Education Co","0.05","EQUITY","-","-","2013-06-30","165403","-10591","-","14158497","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Herc Holdings Inc","0.05","EQUITY","-","-","2016-07-31","360003","-6577","-","14155318","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Scholastic Corp","0.05","EQUITY","-","-","2003-09-30","323848","-1755","-","14116534","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Navigant Consulting Inc","0.05","EQUITY","-","-","2011-06-30","712927","-5097","-","14087438","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"ARMOUR Residential REIT Inc","0.05","EQUITY","-","-","2013-12-31","562301","1051","-","14057525","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Encore Capital Group Inc","0.05","EQUITY","-","-","2016-09-30","349423","-2131","-","14029333","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Iridium Communications Inc","0.05","EQUITY","-","-","2010-06-30","1248942","4250","-","13800809","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Central Pacific Financial Corp","0.05","EQUITY","-","-","2011-12-31","437734","-8830","-","13775489","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Aerie Pharmaceuticals Inc","0.05","EQUITY","-","-","2017-06-30","260759","260759","-","13702885","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Merit Medical Systems Inc","0.05","EQUITY","-","-","2014-09-30","357888","1207","-","13653427","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"International Speedway Corp Class A","0.05","EQUITY","-","-","2007-06-30","362013","-4892","-","13593588","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"A. Schulman Inc","0.05","EQUITY","-","-","2003-03-31","423427","-5002","-","13549664","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tronox Ltd","0.05","EQUITY","-","-","2012-12-31","891685","-5930","-","13482277","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Noble Corp PLC","0.05","EQUITY","-","-","2015-09-30","3692513","-18036","-","13366897","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"United Fire Group Inc","0.05","EQUITY","-","-","2003-06-30","302738","-6576","-","13338636","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"SUPERVALU Inc","0.05","EQUITY","-","-","2011-03-31","4043607","-45496","-","13303467","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"R.R.Donnelley & Sons Co","0.05","EQUITY","-","-","2013-03-31","1056977","44311","-","13254492","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Andersons Inc","0.05","EQUITY","-","-","2013-12-31","385804","-1023","-","13175207","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Nelnet Inc Class A","0.05","EQUITY","-","-","2006-12-31","278403","-2847","-","13087725","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"MTS Systems Corp","0.05","EQUITY","-","-","2013-06-30","252363","-1819","-","13072403","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Blucora Inc","0.05","EQUITY","-","-","2015-09-30","616533","43372","-","13070500","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Dillard's Inc","0.05","EQUITY","-","-","2013-06-30","226425","-42553","-","13062458","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Quality Systems Inc","0.05","EQUITY","-","-","2014-06-30","757459","-5762","-","13035869","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"MTGE Investment Corp","0.05","EQUITY","-","-","2012-06-30","691428","-7789","-","12998846","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
